;article_name;authors;article_url;doi;volume_name;volume_date;volume_url
351;Self-selection and treatment effects: Revisiting the effectiveness of foreign exchange intervention;['Pontines, Victor'];https://www.sciencedirect.com/science/article/pii/S0164070418300958;https://doi.org/10.1016/j.jmacro.2018.06.007;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
352;Common business cycles and volatilities in US states and MSAs: The role of economic uncertainty;['Gupta, Rangan', 'Ma, Jun', 'Risse, Marian', 'Wohar, Mark E.'];https://www.sciencedirect.com/science/article/pii/S0164070417304184;https://doi.org/10.1016/j.jmacro.2018.06.009;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
353;What causes business cycles to elongate, or recessions to intensify?;['Crowley, Patrick M.', 'Hallett, Andrew Hughes'];https://www.sciencedirect.com/science/article/pii/S0164070418300703;https://doi.org/10.1016/j.jmacro.2018.06.010;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
354;Conspicuous consumption and trade unionism;['Chang, Juin-jen', 'Liu, Chia-ying', 'Wang, Wei-neng'];https://www.sciencedirect.com/science/article/pii/S0164070417304810;https://doi.org/10.1016/j.jmacro.2018.06.006;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
355;The meta-Phillips Curve: Modelling U.S. inflation in the presence of regime change;['Aristidou, Chrystalleni'];https://www.sciencedirect.com/science/article/pii/S0164070418300041;https://doi.org/10.1016/j.jmacro.2018.07.002;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
356;Credit prices vs. credit quantities as predictors of economic activity in Europe: Which tell a better story?;['Guender, Alfred V'];https://www.sciencedirect.com/science/article/pii/S0164070417304317;https://doi.org/10.1016/j.jmacro.2018.07.003;Volume 57 ;Pages 1-400 (September 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/57/suppl/C
357;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070418302192;https://doi.org/10.1016/S0164-0704(18)30219-2;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
358;Overoptimism and house price bubbles;['Abildgren, Kim', 'Hansen, Niels Lynggård', 'Kuchler, Andreas'];https://www.sciencedirect.com/science/article/pii/S0164070417302392;https://doi.org/10.1016/j.jmacro.2017.12.006;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
359;Business capital accumulation and the user cost: Is there a heterogeneity bias?;['Fatica, Serena'];https://www.sciencedirect.com/science/article/pii/S0164070417300836;https://doi.org/10.1016/j.jmacro.2017.12.004;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
360;Medium-term fiscal multipliers during protracted economic contractions;"[""Dell'Erba, Salvatore"", 'Koloskova, Ksenia', 'Poplawski-Ribeiro, Marcos']";https://www.sciencedirect.com/science/article/pii/S0164070416301008;https://doi.org/10.1016/j.jmacro.2017.09.004;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
361;Discretionary policy in a small open economy: Exchange rate regimes and multiple equilibria;['Himmels, Christoph', 'Kirsanova, Tatiana'];https://www.sciencedirect.com/science/article/pii/S0164070416301045;https://doi.org/10.1016/j.jmacro.2018.01.001;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
362;Credit crunches, individual heterogeneity and the labor wedge;['Zhang, Lini'];https://www.sciencedirect.com/science/article/pii/S0164070416302270;https://doi.org/10.1016/j.jmacro.2018.01.002;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
363;The macroeconomics of the minimum wage;['Šauer, Radek'];https://www.sciencedirect.com/science/article/pii/S0164070417300794;https://doi.org/10.1016/j.jmacro.2018.01.003;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
364;Exchange rate targeting in the presence of foreign debt obligations;['Staveley-O’Carroll, James', 'Staveley-O’Carroll, Olena M.'];https://www.sciencedirect.com/science/article/pii/S0164070416302464;https://doi.org/10.1016/j.jmacro.2017.12.005;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
365;Fiscal multipliers across the credit cycle;['Borsi, Mihály Tamás'];https://www.sciencedirect.com/science/article/pii/S0164070417302550;https://doi.org/10.1016/j.jmacro.2018.01.004;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
366;House prices and macroprudential policy in an estimated DSGE model of New Zealand;['Funke, Michael', 'Kirkby, Robert', 'Mihaylovski, Petar'];https://www.sciencedirect.com/science/article/pii/S0164070417302471;https://doi.org/10.1016/j.jmacro.2018.01.006;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
367;Boom-and-bust cycles in emerging markets: How important is the exchange rate?;['Siklos, Pierre L.'];https://www.sciencedirect.com/science/article/pii/S0164070417303087;https://doi.org/10.1016/j.jmacro.2018.01.005;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
368;Quantity–quality trade-off of children and school finance;['Yilmaz, Kuzey'];https://www.sciencedirect.com/science/article/pii/S0164070417302434;https://doi.org/10.1016/j.jmacro.2018.02.001;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
369;Public investment, debt, and welfare: A quantitative analysis;['Chatterjee, Santanu', 'Gibson, John', 'Rioja, Felix'];https://www.sciencedirect.com/science/article/pii/S0164070417304524;https://doi.org/10.1016/j.jmacro.2018.01.007;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
370;Tax efficiency, seigniorage and Central Bank Conservativeness;['Ferré, Montserrat', 'Garcia, Judit', 'Manzano, Carolina'];https://www.sciencedirect.com/science/article/pii/S0164070417305554;https://doi.org/10.1016/j.jmacro.2018.02.002;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
371;Home production, balanced-budget taxation and economic (in)stability;['Xue, Jianpo', 'Yip, Chong K.'];https://www.sciencedirect.com/science/article/pii/S0164070417303543;https://doi.org/10.1016/j.jmacro.2018.02.003;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
372;Reassessing Taylor rules using improved housing rent data;['Ambrose, Brent W.', 'Coulson, N. Edward', 'Yoshida, Jiro'];https://www.sciencedirect.com/science/article/pii/S016407041830065X;https://doi.org/10.1016/j.jmacro.2018.03.001;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
373;Measuring the size of the shadow economy using a dynamic general equilibrium model with trends;['Solis-Garcia, Mario', 'Xie, Yingtong'];https://www.sciencedirect.com/science/article/pii/S0164070417300010;https://doi.org/10.1016/j.jmacro.2018.04.004;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
374;Trade and productivity: The family connection redux;['Prettner, Klaus', 'Strulik, Holger'];https://www.sciencedirect.com/science/article/pii/S0164070416302373;https://doi.org/10.1016/j.jmacro.2018.04.002;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
375;Labor mobility, structural change and economic growth;['Alonso-Carrera, Jaime', 'Raurich, Xavier'];https://www.sciencedirect.com/science/article/pii/S0164070417303063;https://doi.org/10.1016/j.jmacro.2018.03.002;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
376;Central bank intervention, public debt and interest rate target zones;['Della Posta, Pompeo'];https://www.sciencedirect.com/science/article/pii/S016407041830003X;https://doi.org/10.1016/j.jmacro.2018.04.001;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
377;Effects of monetary policy shocks on exchange rate in small open Economies;['Kim, Soyoung', 'Lim, Kuntae'];https://www.sciencedirect.com/science/article/pii/S0164070417303233;https://doi.org/10.1016/j.jmacro.2018.04.008;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
378;The dynamic effects of public expenditure shocks in the United States;['Párraga Rodríguez, Susana'];https://www.sciencedirect.com/science/article/pii/S0164070417304627;https://doi.org/10.1016/j.jmacro.2018.04.005;Volume 56 ;Pages 1-360 (June 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/56/suppl/C
379;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S016407041830017X;https://doi.org/10.1016/S0164-0704(18)30017-X;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
380;The effect of public debt on growth and welfare under the golden rule of public finance;['Ueshina, Mitsuru'];https://www.sciencedirect.com/science/article/pii/S0164070416300969;https://doi.org/10.1016/j.jmacro.2017.08.004;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
381;The core‒periphery pattern of European business cycles: A fuzzy clustering approach;['Ahlborn, Markus', 'Wortmann, Marcus'];https://www.sciencedirect.com/science/article/pii/S0164070417301088;https://doi.org/10.1016/j.jmacro.2017.08.002;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
382;Euro area structural reforms in times of a global crisis;['Gomes, Sandra'];https://www.sciencedirect.com/science/article/pii/S0164070417303610;https://doi.org/10.1016/j.jmacro.2017.08.003;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
383;The impact of ECB monetary policy surprises on the German stock market;['Fausch, Jürg', 'Sigonius, Markus'];https://www.sciencedirect.com/science/article/pii/S016407041630146X;https://doi.org/10.1016/j.jmacro.2017.09.001;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
384;The missing spillover of base expansion into monetary aggregates: Is there a puzzle?;['Arnold, Ivo J.M.', 'Soederhuizen, Beau'];https://www.sciencedirect.com/science/article/pii/S0164070417302318;https://doi.org/10.1016/j.jmacro.2017.09.003;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
385;Keeping up with the Zhangs: Relative income and wealth, and household saving behavior;['Gruber, Noam'];https://www.sciencedirect.com/science/article/pii/S0164070417301015;https://doi.org/10.1016/j.jmacro.2017.10.001;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
386;Business cycles, informal economy, and interest rates in emerging countries;['Horvath, Jaroslav'];https://www.sciencedirect.com/science/article/pii/S0164070416301707;https://doi.org/10.1016/j.jmacro.2017.10.002;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
387;Monetary policy shocks, inflation persistence, and long memory;['Lovcha, Yuliya', 'Perez-Laborda, Alejandro'];https://www.sciencedirect.com/science/article/pii/S0164070417302136;https://doi.org/10.1016/j.jmacro.2017.10.006;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
388;What drives economic policy uncertainty in the long and short runs: European and U.S. evidence over several decades;['Duca, John V.', 'Saving, Jason L.'];https://www.sciencedirect.com/science/article/pii/S0164070416301136;https://doi.org/10.1016/j.jmacro.2017.09.002;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
389;The effectiveness of central bank forward guidance under inflation and price-level targeting;['Cole, Stephen J.'];https://www.sciencedirect.com/science/article/pii/S0164070417302239;https://doi.org/10.1016/j.jmacro.2017.10.008;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
390;Comparing budget repair measures for a small open economy with growing debt;['Kudrna, George', 'Tran, Chung'];https://www.sciencedirect.com/science/article/pii/S0164070416302324;https://doi.org/10.1016/j.jmacro.2017.10.005;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
391;Is the labor wedge due to rigid wages? Evidence from the self-employed;['Gallen, Trevor S.'];https://www.sciencedirect.com/science/article/pii/S0164070416302488;https://doi.org/10.1016/j.jmacro.2017.10.003;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
392;Dynamic analysis of bureaucratic quality and occupational choice;['Akimoto, Kiyoka'];https://www.sciencedirect.com/science/article/pii/S0164070416301823;https://doi.org/10.1016/j.jmacro.2017.10.004;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
393;Financial development and the bank lending channel in developing countries;['Sanfilippo-Azofra, Sergio', 'Torre-Olmo, Begoña', 'Cantero-Saiz, María', 'López-Gutiérrez, Carlos'];https://www.sciencedirect.com/science/article/pii/S0164070417301477;https://doi.org/10.1016/j.jmacro.2017.10.009;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
394;Downpayment, mobility and default: A welfare analysis;['Mnasri, Ayman'];https://www.sciencedirect.com/science/article/pii/S0164070417301222;https://doi.org/10.1016/j.jmacro.2017.11.001;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
395;On the fiscal strategies of escaping poverty-environment traps towards sustainable growth;['Dao, Nguyen Thang'];https://www.sciencedirect.com/science/article/pii/S0164070416301033;https://doi.org/10.1016/j.jmacro.2017.10.007;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
396;Labor force participation, wage rigidities, and inflation;['Nucci, Francesco', 'Riggi, Marianna'];https://www.sciencedirect.com/science/article/pii/S0164070417300216;https://doi.org/10.1016/j.jmacro.2017.11.002;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
397;Growth effects of inequality and redistribution: What are the transmission channels?;['Gründler, Klaus', 'Scheuermeyer, Philipp'];https://www.sciencedirect.com/science/article/pii/S0164070416302336;https://doi.org/10.1016/j.jmacro.2017.12.001;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
398;The decline in the predictive power of the US term spread: A structural interpretation;['Morell, Joseph'];https://www.sciencedirect.com/science/article/pii/S0164070417303294;https://doi.org/10.1016/j.jmacro.2017.12.003;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
399;Leave the volatility fund alone: Principles for managing oil wealth;['Wills, Samuel'];https://www.sciencedirect.com/science/article/pii/S0164070417302641;https://doi.org/10.1016/j.jmacro.2017.12.002;Volume 55 ;Pages 1-352 (March 2018);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/55/suppl/C
400;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070417303129;https://doi.org/10.1016/S0164-0704(17)30312-9;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
401;Banking in macroeconomic theory and policy;['Dia, Enzo', 'VanHoose, David'];https://www.sciencedirect.com/science/article/pii/S0164070417303075;https://doi.org/10.1016/j.jmacro.2017.07.009;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
402;Unexpected loan losses and bank capital in an estimated DSGE model of the euro area;['Hristov, Nikolay', 'Hülsewig, Oliver'];https://www.sciencedirect.com/science/article/pii/S0164070417300423;https://doi.org/10.1016/j.jmacro.2017.02.001;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
403;Financial shocks, financial stability, and optimal Taylor rules;['Verona, Fabio', 'Martins, Manuel M.F.', 'Drumond, Inês'];https://www.sciencedirect.com/science/article/pii/S0164070417301441;https://doi.org/10.1016/j.jmacro.2017.04.004;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
404;Interest on reserves, settlement, and the effectiveness of monetary policy;['Hendrickson, Joshua R.'];https://www.sciencedirect.com/science/article/pii/S016407041730215X;https://doi.org/10.1016/j.jmacro.2017.05.010;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
405;Monetary policy and bank lending in a low interest rate environment: Diminishing effectiveness?;['Borio, Claudio', 'Gambacorta, Leonardo'];https://www.sciencedirect.com/science/article/pii/S0164070417300745;https://doi.org/10.1016/j.jmacro.2017.02.005;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
406;Optimal monetary and macroprudential policies: Gains and pitfalls in a model of financial intermediation;['Kiley, Michael T.', 'Sim, Jae'];https://www.sciencedirect.com/science/article/pii/S0164070417302008;https://doi.org/10.1016/j.jmacro.2017.05.008;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
407;Bank capital, the state contingency of banks’ assets and its role for the transmission of shocks;['Kühl, Michael'];https://www.sciencedirect.com/science/article/pii/S0164070417300782;https://doi.org/10.1016/j.jmacro.2017.02.006;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
408;Macroprudential policy with convertible debt;['Hollander, Hylton'];https://www.sciencedirect.com/science/article/pii/S0164070417302720;https://doi.org/10.1016/j.jmacro.2017.07.003;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
409;Global banking and the conduct of macroprudential policy in a monetary union;['Poutineau, Jean-Christophe', 'Vermandel, Gauthier'];https://www.sciencedirect.com/science/article/pii/S016407041730160X;https://doi.org/10.1016/j.jmacro.2017.04.010;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
410;Countercyclical capital rules for small open economies;['Clancy, Daragh', 'Merola, Rossana'];https://www.sciencedirect.com/science/article/pii/S0164070417301593;https://doi.org/10.1016/j.jmacro.2017.04.009;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
411;Monetary and macroprudential policy with foreign currency loans;['Brzoza-Brzezina, Michał', 'Kolasa, Marcin', 'Makarski, Krzysztof'];https://www.sciencedirect.com/science/article/pii/S0164070417302756;https://doi.org/10.1016/j.jmacro.2017.07.004;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
412;Does foreign bank presence affect interest rate pass-through in emerging and developing economies?;['Gopalan, Sasidaran', 'Rajan, Ramkishen S.'];https://www.sciencedirect.com/science/article/pii/S0164070417302719;https://doi.org/10.1016/j.jmacro.2017.06.010;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
413;Financial development and occupational choice;['Hill, Enoch', 'Perez-Reyna, David'];https://www.sciencedirect.com/science/article/pii/S0164070417302021;https://doi.org/10.1016/j.jmacro.2017.05.009;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
414;Local growth and access to credit: Theory and evidence;['Diallo, Boubacar', 'Al-Titi, Omar'];https://www.sciencedirect.com/science/article/pii/S0164070416301094;https://doi.org/10.1016/j.jmacro.2017.07.005;Volume 54, Part B ;Pages 149-424 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PB
415;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070417302987;https://doi.org/10.1016/S0164-0704(17)30298-7;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
416;Guest Editors’ Introduction: Monetary rules for a post-crisis world;['Selgin, George', 'Sumner, Scott'];https://www.sciencedirect.com/science/article/pii/S0164070417302896;https://doi.org/10.1016/j.jmacro.2017.07.008;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
417;Remarks on monetary rules for a post-crisis World;['Taylor, John B.'];https://www.sciencedirect.com/science/article/pii/S0164070417300228;https://doi.org/10.1016/j.jmacro.2017.04.008;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
418;Economic ideas, the monetary order and the uneasy case for policy rules;['Laidler, David'];https://www.sciencedirect.com/science/article/pii/S0164070416300805;https://doi.org/10.1016/j.jmacro.2017.01.004;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
419;Rules versus discretion in monetary policy historically contemplated;['Glasner, David'];https://www.sciencedirect.com/science/article/pii/S0164070416301641;https://doi.org/10.1016/j.jmacro.2017.05.004;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
420;Circumventing the zero lower bound with monetary policy rules based on money;['Belongia, Michael T.', 'Ireland, Peter N.'];https://www.sciencedirect.com/science/article/pii/S016407041630074X;https://doi.org/10.1016/j.jmacro.2017.01.007;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
421;The Yellen rules;['Nikolsko-Rzhevskyy, Alex', 'Papell, David H.', 'Prodan, Ruxandra'];https://www.sciencedirect.com/science/article/pii/S0164070416301422;https://doi.org/10.1016/j.jmacro.2017.06.004;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
422;A proposal to clarify the objectives and strategy of monetary policy;['Hetzel, Robert L.'];https://www.sciencedirect.com/science/article/pii/S0164070416300714;https://doi.org/10.1016/j.jmacro.2017.03.004;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
423;Monetary policy rules in light of the great recession;['Sumner, Scott'];https://www.sciencedirect.com/science/article/pii/S0164070416301215;https://doi.org/10.1016/j.jmacro.2017.01.005;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
424;Next generation monetary policy;['Kimball, Miles'];https://www.sciencedirect.com/science/article/pii/S0164070417300393;https://doi.org/10.1016/j.jmacro.2017.06.002;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
425;Permanent versus temporary monetary base Injections: Implications for past and future Fed Policy;['Beckworth, David'];https://www.sciencedirect.com/science/article/pii/S0164070416301628;https://doi.org/10.1016/j.jmacro.2017.07.006;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
426;Conventional and unconventional monetary policy rules;['Sheedy, Kevin D.'];https://www.sciencedirect.com/science/article/pii/S0164070416302038;https://doi.org/10.1016/j.jmacro.2017.07.007;Volume 54, Part A ;Pages 1-148 (December 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/54/part/PA
427;Editorial Board;[];https://www.sciencedirect.com/science/article/pii/S0164070417303646;https://doi.org/10.1016/S0164-0704(17)30364-6;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
428;Expectations and forecasting during the Great Depression: Real-time evidence from the business press;['Mathy, Gabriel', 'Stekler, Herman'];https://www.sciencedirect.com/science/article/pii/S0164070416301446;https://doi.org/10.1016/j.jmacro.2017.05.006;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
429;Heterogeneous capital and misintermediation;['Guo, Feng', 'McCulloch, J.H.'];https://www.sciencedirect.com/science/article/pii/S0164070417300186;https://doi.org/10.1016/j.jmacro.2017.05.001;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
430;Global macroeconomic uncertainty;['Berger, Tino', 'Grabert, Sibylle', 'Kempa, Bernd'];https://www.sciencedirect.com/science/article/pii/S0164070417300125;https://doi.org/10.1016/j.jmacro.2017.05.005;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
431;Indeterminate forecast accuracy under indeterminacy;['Fanelli, Luca', 'Sorge, Marco M.'];https://www.sciencedirect.com/science/article/pii/S0164070416302397;https://doi.org/10.1016/j.jmacro.2017.05.007;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
432;The Publisher;[];https://www.sciencedirect.com/science/article/pii/S016407041730232X;https://doi.org/10.1016/j.jmacro.2017.06.003;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
433;Liberalization of product and labor markets: Efficiency and equity implications;['Koliousi, Panagiota', 'Miaouli, Natasha', 'Philippopoulos, Apostolis'];https://www.sciencedirect.com/science/article/pii/S0164070416300702;https://doi.org/10.1016/j.jmacro.2017.06.001;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
434;A quantitative theory of tax evasion;['López, José Joaquín'];https://www.sciencedirect.com/science/article/pii/S0164070417302379;https://doi.org/10.1016/j.jmacro.2017.06.005;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
435;Variability in the effects of uncertainty shocks: New stylized facts from OECD countries;['Choi, Sangyup'];https://www.sciencedirect.com/science/article/pii/S0164070417302513;https://doi.org/10.1016/j.jmacro.2017.06.006;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
436;Disinflation in steps and the Phillips curve: Israel 1986–2015;['Melnick, Rafi', 'Strohsal, Till'];https://www.sciencedirect.com/science/article/pii/S0164070416302051;https://doi.org/10.1016/j.jmacro.2017.06.008;Volume 53 ;Pages 1-250 (September 2017);https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/53/suppl/C
