;authors;article_url;doi;volume_name;volume_date;volume_url;year;keywords
689;['Bordo, Michael', 'James, Harold'];https://www.sciencedirect.com/science/article/pii/S0164070413001353;https://doi.org/10.1016/j.jmacro.2013.08.013;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['european', 'crisis', 'context', 'history', 'previous', 'financial', 'crises']
690;['Christodoulakis, Nicos'];https://www.sciencedirect.com/science/article/pii/S0164070413001341;https://doi.org/10.1016/j.jmacro.2013.08.012;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'european', 'crisis', 'context', 'history', 'previous', 'financial', 'crises']
691;['Eichengreen, Barry', 'Jung, Naeun', 'Moch, Stephen', 'Mody, Ashoka'];https://www.sciencedirect.com/science/article/pii/S0164070413001274;https://doi.org/10.1016/j.jmacro.2013.08.005;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['eurozone', 'crisis', 'phoenix', 'miracle', 'lost', 'decade']
692;['Philippopoulos, Apostolis'];https://www.sciencedirect.com/science/article/pii/S016407041300150X;https://doi.org/10.1016/j.jmacro.2013.09.005;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'eurozone', 'crisis', 'phoenix', 'miracle', 'lost', 'decade']
693;['Geanakoplos, John'];https://www.sciencedirect.com/science/article/pii/S0164070414000056;https://doi.org/10.1016/j.jmacro.2014.01.001;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['leverage', 'default', 'forgiveness', 'lessons', 'american', 'european', 'crises']
694;['Vettas, Nikolaos'];https://www.sciencedirect.com/science/article/pii/S0164070414000342;https://doi.org/10.1016/j.jmacro.2014.03.001;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', '‘', '‘', 'leverage', 'default', 'forgiveness', 'lessons', 'american', 'european', 'crises', '’', '’']
695;['Azariadis, Costas'];https://www.sciencedirect.com/science/article/pii/S0164070413001481;https://doi.org/10.1016/j.jmacro.2013.09.003;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['credit', 'policy', 'times', 'financial', 'distress']
696;['Dellas, Harris'];https://www.sciencedirect.com/science/article/pii/S016407041300164X;https://doi.org/10.1016/j.jmacro.2013.09.019;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'credit', 'policy', 'times', 'financial', 'distress']
697;['De Grauwe, Paul', 'Ji, Yuemei'];https://www.sciencedirect.com/science/article/pii/S0164070413001389;https://doi.org/10.1016/j.jmacro.2013.08.016;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['much', 'fiscal', 'discipline', 'monetary', 'union']
698;['Hondroyiannis, George'];https://www.sciencedirect.com/science/article/pii/S0164070413001523;https://doi.org/10.1016/j.jmacro.2013.09.007;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'much', 'fiscal', 'discipline', 'monetary', 'union']
699;['Polito, Vito', 'Wickens, Michael'];https://www.sciencedirect.com/science/article/pii/S0164070413001493;https://doi.org/10.1016/j.jmacro.2013.09.004;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['euro', 'crisis', 'evolved', 'avoid', 'another', 'emu', 'fiscal', 'policy', 'credit', 'ratings']
700;['Sideris, Dimitrios'];https://www.sciencedirect.com/science/article/pii/S0164070413001535;https://doi.org/10.1016/j.jmacro.2013.09.008;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'euro', 'crisis', 'evolved', 'avoid', 'another', 'emu', 'fiscal', 'policy', 'credit', 'ratings']
701;['Goodhart, C.A.E.'];https://www.sciencedirect.com/science/article/pii/S0164070413001365;https://doi.org/10.1016/j.jmacro.2013.08.014;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['lessons', 'monetary', 'policy', 'euro-area', 'crisis']
702;['Hardouvelis, Gikas A.'];https://www.sciencedirect.com/science/article/pii/S016407041300133X;https://doi.org/10.1016/j.jmacro.2013.08.011;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'lessons', 'monetary', 'policy', 'euro-area', 'crisis']
703;['Reichlin, Lucrezia'];https://www.sciencedirect.com/science/article/pii/S0164070413001572;https://doi.org/10.1016/j.jmacro.2013.09.012;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['monetary', 'policy', 'banks', 'euro', 'area', 'tale', 'two', 'crises']
704;['Tsionas, Efthymios G.'];https://www.sciencedirect.com/science/article/pii/S0164070413001602;https://doi.org/10.1016/j.jmacro.2013.09.015;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'monetary', 'policy', 'banks', 'euro', 'area', 'tale', 'two', 'crises']
705;['Gibson, Heather D.', 'Hall, Stephen G.', 'Tavlas, George S.'];https://www.sciencedirect.com/science/article/pii/S0164070413001286;https://doi.org/10.1016/j.jmacro.2013.08.006;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['fundamentally', 'wrong', 'market', 'pricing', 'sovereigns', 'greek', 'financial', 'crisis']
706;['Kazanas, Thanassis', 'Tzavalis, Elias'];https://www.sciencedirect.com/science/article/pii/S016407041300147X;https://doi.org/10.1016/j.jmacro.2013.09.002;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'fundamentally', 'wrong', 'market', 'pricing', 'sovereigns', 'greek', 'financial', 'crisis']
707;['Whelan, Karl'];https://www.sciencedirect.com/science/article/pii/S0164070413001304;https://doi.org/10.1016/j.jmacro.2013.08.008;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['ireland', '’', 'economic', 'crisis', 'good', 'bad', 'ugly']
708;['Moutos, Thomas'];https://www.sciencedirect.com/science/article/pii/S0164070413001328;https://doi.org/10.1016/j.jmacro.2013.08.010;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'ireland', '’', 'economic', 'crisis', 'good', 'bad', 'ugly']
709;['Carneiro, Anabela', 'Portugal, Pedro', 'Varejão, José'];https://www.sciencedirect.com/science/article/pii/S0164070413001638;https://doi.org/10.1016/j.jmacro.2013.09.018;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['catastrophic', 'job', 'destruction', 'portuguese', 'economic', 'crisis']
710;['Nicolitsas, Daphne'];https://www.sciencedirect.com/science/article/pii/S0164070413001626;https://doi.org/10.1016/j.jmacro.2013.09.017;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PB;2014;['comment', 'catastrophic', 'job', 'destruction', 'portuguese', 'economic', 'crisis']
711;['Kumhof, Michael', 'Laxton, Douglas', 'Leigh, Daniel'];https://www.sciencedirect.com/science/article/pii/S0164070413001729;https://doi.org/10.1016/j.jmacro.2013.10.005;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['starve', 'starve', 'beast']
712;['Ravn, Søren Hove'];https://www.sciencedirect.com/science/article/pii/S0164070413001833;https://doi.org/10.1016/j.jmacro.2013.11.002;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['asymmetric', 'monetary', 'policy', 'towards', 'stock', 'market', 'dsge', 'approach']
713;['Kang, Wensheng', 'Lee, Kiseok', 'Ratti, Ronald A.'];https://www.sciencedirect.com/science/article/pii/S0164070413001730;https://doi.org/10.1016/j.jmacro.2013.10.006;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['economic', 'policy', 'uncertainty', 'firm-level', 'investment']
714;['Kunze, Lars'];https://www.sciencedirect.com/science/article/pii/S0164070414000032;https://doi.org/10.1016/j.jmacro.2013.12.004;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['life', 'expectancy', 'economic', 'growth']
715;['Georgiadis, Georgios'];https://www.sciencedirect.com/science/article/pii/S0164070413001705;https://doi.org/10.1016/j.jmacro.2013.10.003;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['towards', 'explanation', 'cross-country', 'asymmetries', 'monetary', 'transmission']
716;['Chatelain, Jean-Bernard', 'Ralf, Kirsten'];https://www.sciencedirect.com/science/article/pii/S016407041300195X;https://doi.org/10.1016/j.jmacro.2013.11.003;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['spurious', 'regressions', 'near-multicollinearity', 'application', 'aid', 'policies', 'growth']
717;['Afonso, António', 'Gomes, Pedro'];https://www.sciencedirect.com/science/article/pii/S0164070414000020;https://doi.org/10.1016/j.jmacro.2013.12.003;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['interactions', 'private', 'public', 'sector', 'wages']
718;['Duncan, Roberto'];https://www.sciencedirect.com/science/article/pii/S0164070413001961;https://doi.org/10.1016/j.jmacro.2013.11.004;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['institutional', 'quality', 'cyclicality', 'monetary', 'policy', 'macroeconomic', 'volatility']
719;['Poilly, Céline', 'Wesselbaum, Dennis'];https://www.sciencedirect.com/science/article/pii/S0164070413001717;https://doi.org/10.1016/j.jmacro.2013.10.004;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['evaluating', 'labor', 'market', 'reforms', 'normative', 'analysis']
720;['Seghezza, Elena', 'Morelli, Pierluigi'];https://www.sciencedirect.com/science/article/pii/S0164070413001699;https://doi.org/10.1016/j.jmacro.2013.10.002;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['conflict', 'inflation', 'delayed', 'stabilization']
721;['Cronin, David'];https://www.sciencedirect.com/science/article/pii/S0164070413001511;https://doi.org/10.1016/j.jmacro.2013.09.006;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['interaction', 'money', 'asset', 'markets', 'spillover', 'index', 'approach']
722;['Berger, Tino', 'Kempa, Bernd'];https://www.sciencedirect.com/science/article/pii/S0164070413001985;https://doi.org/10.1016/j.jmacro.2013.12.002;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['time-varying', 'equilibrium', 'rates', 'small', 'open', 'economies', 'evidence', 'canada']
723;['Ouyang, Alice Y.', 'Rajan, Ramkishen S.'];https://www.sciencedirect.com/science/article/pii/S0164070413001821;https://doi.org/10.1016/j.jmacro.2013.11.001;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['determines', 'external', 'debt', 'tipping', 'points']
724;['Sassi, Seifallah', 'Gasmi, Amira'];https://www.sciencedirect.com/science/article/pii/S0164070413001973;https://doi.org/10.1016/j.jmacro.2013.12.001;Volume 39;March 2014;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/39/part/PA;2014;['effect', 'enterprise', 'household', 'credit', 'economic', 'growth', 'new', 'evidence', 'european', 'union', 'countries']
725;['Williams, John C.'];https://www.sciencedirect.com/science/article/pii/S0164070413001201;https://doi.org/10.1016/j.jmacro.2013.07.010;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['defense', 'moderation', 'monetary', 'policy']
726;['Kar, Sabyasachi', 'Pritchett, Lant', 'Raihan, Selim', 'Sen, Kunal'];https://www.sciencedirect.com/science/article/pii/S0164070413001675;https://doi.org/10.1016/j.jmacro.2013.09.022;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['looking', 'break', 'identifying', 'transitions', 'growth', 'regimes']
727;['Rosa, Carlo'];https://www.sciencedirect.com/science/article/pii/S0164070413001183;https://doi.org/10.1016/j.jmacro.2013.07.008;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['market', 'efficiency', 'broadcasted', 'live', 'ecb', 'code', 'words', 'euro', 'exchange', 'rates']
728;['Tortorice, Daniel L.'];https://www.sciencedirect.com/science/article/pii/S0164070413000980;https://doi.org/10.1016/j.jmacro.2013.06.002;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['endogenous', 'separation', 'wage', 'rigidity', 'dynamics', 'unemployment']
729;['Dutkowsky, Donald H.', 'VanHoose, David D.'];https://www.sciencedirect.com/science/article/pii/S0164070413001237;https://doi.org/10.1016/j.jmacro.2013.08.001;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['interest', 'reserves', 'unregulated', 'interest', 'demand', 'deposits', 'optimal', 'sweeping']
730;['Keating, John W.'];https://www.sciencedirect.com/science/article/pii/S0164070413001171;https://doi.org/10.1016/j.jmacro.2013.07.007;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['learn', 'blanchard', 'quah', 'decompositions', 'output', 'aggregate', 'demand', 'may', 'long-run', 'neutral']
731;['Demirel, Ufuk Devrim'];https://www.sciencedirect.com/science/article/pii/S0164070413001018;https://doi.org/10.1016/j.jmacro.2013.06.005;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['gains', 'commitment', 'monetary', 'policy', 'implications', 'cost', 'channel']
732;['Breuer, Janice Boucher', 'McDermott, John'];https://www.sciencedirect.com/science/article/pii/S0164070413001134;https://doi.org/10.1016/j.jmacro.2013.07.003;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['economic', 'depression', 'world']
733;['Katayama, Munechika', 'Kim, Kwang Hwan'];https://www.sciencedirect.com/science/article/pii/S0164070413001407;https://doi.org/10.1016/j.jmacro.2013.08.018;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['delayed', 'effects', 'monetary', 'shocks', 'two-sector', 'new', 'keynesian', 'model']
734;['Rodríguez, Francisco', 'Shelton, Cameron A.'];https://www.sciencedirect.com/science/article/pii/S0164070413001195;https://doi.org/10.1016/j.jmacro.2013.07.009;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['cleaning', 'kitchen', 'sink', 'specification', 'tests', 'average', 'derivative', 'estimators', 'growth', 'econometrics']
735;['Annicchiarico, Barbara', 'Rossi, Lorenza'];https://www.sciencedirect.com/science/article/pii/S0164070413001687;https://doi.org/10.1016/j.jmacro.2013.10.001;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['optimal', 'monetary', 'policy', 'new', 'keynesian', 'model', 'endogenous', 'growth']
736;['Langot, François', 'Moreno-Galbis, Eva'];https://www.sciencedirect.com/science/article/pii/S0164070413001663;https://doi.org/10.1016/j.jmacro.2013.09.021;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['growth', 'process', 'discriminate', 'older', 'workers']
737;['Yu, Xiangrong'];https://www.sciencedirect.com/science/article/pii/S0164070413001651;https://doi.org/10.1016/j.jmacro.2013.09.020;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['measurement', 'error', 'policy', 'evaluation', 'frequency', 'domain']
738;['Daido, Kohei', 'Tabata, Ken'];https://www.sciencedirect.com/science/article/pii/S0164070413001584;https://doi.org/10.1016/j.jmacro.2013.09.013;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['public', 'infrastructure', 'production', 'organization', 'economic', 'development']
739;['Mukoyama, Toshihiko'];https://www.sciencedirect.com/science/article/pii/S0164070413001444;https://doi.org/10.1016/j.jmacro.2013.08.022;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['understanding', 'welfare', 'effects', 'unemployment', 'insurance', 'policy', 'general', 'equilibrium']
740;['Kivedal, Bjørnar Karlsen'];https://www.sciencedirect.com/science/article/pii/S0164070413001432;https://doi.org/10.1016/j.jmacro.2013.08.021;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['testing', 'rational', 'bubbles', 'us', 'housing', 'market']
741;['López-Villavicencio, Antonia'];https://www.sciencedirect.com/science/article/pii/S0164070413001419;https://doi.org/10.1016/j.jmacro.2013.08.019;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['interest', 'rates', 'government', 'purchases', 'taylor', 'rule', 'recessions', 'expansions']
742;['Heer, Burkhard', 'Süssmuth, Bernd'];https://www.sciencedirect.com/science/article/pii/S0164070413001377;https://doi.org/10.1016/j.jmacro.2013.08.015;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['tax', 'bracket', 'creep', 'effects', 'income', 'distribution']
743;['Steiner, Andreas'];https://www.sciencedirect.com/science/article/pii/S0164070413001249;https://doi.org/10.1016/j.jmacro.2013.08.002;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['accumulation', 'foreign', 'exchange', 'central', 'banks', 'fear', 'capital', 'mobility']
744;['Couharde, Cécile', 'Coulibaly, Issiaka', 'Guerreiro, David', 'Mignon, Valérie'];https://www.sciencedirect.com/science/article/pii/S0164070413001213;https://doi.org/10.1016/j.jmacro.2013.07.011;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['revisiting', 'theory', 'optimum', 'currency', 'areas', 'cfa', 'franc', 'zone', 'sustainable']
745;['Hou, Xiaohui', 'Wang, Qing'];https://www.sciencedirect.com/science/article/pii/S0164070413001146;https://doi.org/10.1016/j.jmacro.2013.07.004;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['implications', 'banking', 'marketization', 'lending', 'channel', 'monetary', 'policy', 'transmission', 'evidence', 'china']
746;['Oikawa, Koki'];https://www.sciencedirect.com/science/article/pii/S0164070413000992;https://doi.org/10.1016/j.jmacro.2013.06.003;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['cyclical', 'behavior', 'firm-level', 'volatility', 'explanation', 'contrast', 'united', 'states', 'japan']
747;['Chen, Xi', 'Funke, Michael'];https://www.sciencedirect.com/science/article/pii/S0164070413001122;https://doi.org/10.1016/j.jmacro.2013.07.002;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['dynamics', 'catch-up', 'skill', 'technology', 'upgrading', 'china']
748;['Dreger, Christian', 'Reimers, Hans-Eggert'];https://www.sciencedirect.com/science/article/pii/S0164070413001225;https://doi.org/10.1016/j.jmacro.2013.07.012;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['euro', 'area', 'membership', 'affect', 'relation', 'gdp', 'growth', 'public', 'debt']
749;['Kolasa, Marcin'];https://www.sciencedirect.com/science/article/pii/S0164070413001298;https://doi.org/10.1016/j.jmacro.2013.08.007;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['business', 'cycles', 'eu', 'new', 'member', 'states', 'different']
750;['Arora, Vipin', 'Gomis-Porqueras, Pedro', 'Shi, Shuping'];https://www.sciencedirect.com/science/article/pii/S016407041300116X;https://doi.org/10.1016/j.jmacro.2013.07.006;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PB;2013;['divergence', 'core', 'headline', 'inflation', 'implications', 'consumers', '’', 'inflation', 'expectations']
752;['Azariadis, Costas', 'Choi, Kyoung Jin'];https://www.sciencedirect.com/science/article/pii/S0164070413001547;https://doi.org/10.1016/j.jmacro.2013.09.009;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['credit', 'crunches', 'markov', 'equilibria']
753;['Deardorff, Alan V.'];https://www.sciencedirect.com/science/article/pii/S0164070413001420;https://doi.org/10.1016/j.jmacro.2013.08.020;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['growth', 'decline', 'comparative', 'advantage']
754;['Chassamboulli, Andri', 'Palivos, Theodore'];https://www.sciencedirect.com/science/article/pii/S0164070413001158;https://doi.org/10.1016/j.jmacro.2013.07.005;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['impact', 'immigration', 'employment', 'wages', 'native', 'workers']
755;['Kourtellos, Andros', 'Stengos, Thanasis', 'Tan, Chih Ming'];https://www.sciencedirect.com/science/article/pii/S0164070413001456;https://doi.org/10.1016/j.jmacro.2013.08.023;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['effect', 'public', 'debt', 'growth', 'multiple', 'regimes']
756;['Boikos, Spyridon', 'Bucci, Alberto', 'Stengos, Thanasis'];https://www.sciencedirect.com/science/article/pii/S016407041300102X;https://doi.org/10.1016/j.jmacro.2013.06.006;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['non-monotonicity', 'fertility', 'human', 'capital', 'accumulation', 'economic', 'growth']
757;['Xue, Jianpo', 'Yip, Chong K.'];https://www.sciencedirect.com/science/article/pii/S0164070413001110;https://doi.org/10.1016/j.jmacro.2013.07.001;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['aggregate', 'elasticity', 'substitution', 'economic', 'growth', 'synthesis']
758;['Grossmann, Volker', 'Steger, Thomas M.', 'Trimborn, Timo'];https://www.sciencedirect.com/science/article/pii/S0164070413001006;https://doi.org/10.1016/j.jmacro.2013.06.004;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['macroeconomics', 'tanstaafl']
759;['Growiec, Jakub'];https://www.sciencedirect.com/science/article/pii/S0164070413001390;https://doi.org/10.1016/j.jmacro.2013.08.017;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['factor-augmenting', 'technology', 'choice', 'monopolistic', 'competition']
760;['Huang, Chien-Yu', 'Ji, Lei'];https://www.sciencedirect.com/science/article/pii/S0164070413001468;https://doi.org/10.1016/j.jmacro.2013.09.001;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['knowledge-intensive', 'business', 'services', 'economic', 'growth', 'endogenous', 'market', 'structure']
761;['Hafner, Kurt A.', 'Mayer-Foulkes, David'];https://www.sciencedirect.com/science/article/pii/S0164070413000839;https://doi.org/10.1016/j.jmacro.2013.04.001;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['fertility', 'economic', 'growth', 'human', 'development', 'causal', 'determinants', 'developed', 'lifestyle']
762;['Parteka, Aleksandra', 'Tamberi, Massimo'];https://www.sciencedirect.com/science/article/pii/S0164070413001560;https://doi.org/10.1016/j.jmacro.2013.09.011;Volume 38;December 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/38/part/PA;2013;['product', 'diversification', 'relative', 'specialisation', 'economic', 'development', 'import–export', 'analysis']
763;['Kiley, Michael T.'];https://www.sciencedirect.com/science/article/pii/S0164070413000840;https://doi.org/10.1016/j.jmacro.2013.04.002;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['output', 'gaps']
764;['van den Hauwe, Sjoerd', 'Paap, Richard', 'van Dijk, Dick'];https://www.sciencedirect.com/science/article/pii/S0164070413000876;https://doi.org/10.1016/j.jmacro.2013.05.001;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['bayesian', 'forecasting', 'federal', 'funds', 'target', 'rate', 'decisions']
765;['Djajić, Slobodan'];https://www.sciencedirect.com/science/article/pii/S0164070413000979;https://doi.org/10.1016/j.jmacro.2013.06.001;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['barriers', 'immigration', 'dynamics', 'emigration']
766;['Balasubramanyan, Lakshmi', 'VanHoose, David D.'];https://www.sciencedirect.com/science/article/pii/S0164070413000566;https://doi.org/10.1016/j.jmacro.2013.03.003;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['bank', 'balance', 'sheet', 'dynamics', 'regulatory', 'liquidity-coverage-ratio', 'constraint']
767;['Waters, George A.'];https://www.sciencedirect.com/science/article/pii/S0164070413000931;https://doi.org/10.1016/j.jmacro.2013.05.007;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['quantity', 'rationing', 'credit', 'phillips', 'curve']
768;['Sadique, Shibley', 'In, Francis', 'Veeraraghavan, Madhu', 'Wachtel, Paul'];https://www.sciencedirect.com/science/article/pii/S0164070413000189;https://doi.org/10.1016/j.jmacro.2013.01.004;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['soft', 'information', 'economic', 'activity', 'evidence', 'beige', 'book']
769;['Jetter, Michael', 'Nikolsko-Rzhevskyy, Alex', 'Smith, William T.'];https://www.sciencedirect.com/science/article/pii/S0164070413000967;https://doi.org/10.1016/j.jmacro.2013.05.010;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['effects', 'wage', 'volatility', 'growth']
770;['Rhee, Hyuk Jae', 'Song, Jeongseok'];https://www.sciencedirect.com/science/article/pii/S0164070413000864;https://doi.org/10.1016/j.jmacro.2013.04.004;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['real', 'wage', 'rigidities', 'optimal', 'monetary', 'policy', 'small', 'open', 'economy']
771;['Wang, Cong'];https://www.sciencedirect.com/science/article/pii/S0164070413000955;https://doi.org/10.1016/j.jmacro.2013.05.009;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['institutions', 'explain', 'cross', 'country', 'differences', 'innovative', 'activity']
772;['Viegas, Miguel', 'Ribeiro, Ana Paula'];https://www.sciencedirect.com/science/article/pii/S0164070413000918;https://doi.org/10.1016/j.jmacro.2013.05.005;Volume 37 ;September 2013;https://www.sciencedirect.com/journal/journal-of-macroeconomics/vol/37/suppl/C;2013;['welfare-improving', 'government', 'behavior', 'inequality', 'heterogeneous', 'agents', 'model']
